Wavelength,Flux,eFlux
1075.04265972313,1.64064105978343E-17,1.09403310763644E-18
1075.2277353821,5.72514172747925E-17,1.30820783421442E-18
1075.41580985809,3.6119044817668E-17,1.18074690931296E-18
1075.58932583048,7.75849967667149E-17,1.45315768861475E-18
1075.79058907963,3.95666868107467E-17,1.15132762765547E-18
1076.66126324539,3.7472678479689E-17,1.18547651348824E-18
1076.8544921782,9.24461199288891E-17,1.49744918942771E-18
1077.03907983545,7.9848336242046E-17,1.40835809272251E-18
1077.212351363,4.2828970608039E-17,1.28154864854943E-18
1077.39168222691,4.9694615795795E-18,9.22102660243101E-19
1078.11070538246,5.56342546267823E-18,1.03145025069079E-18
1078.28204115143,3.29424310131767E-17,1.13665738778898E-18
1078.47676389936,7.61757617883967E-17,1.39462551446107E-18
1078.65090660104,6.73043613726481E-18,9.99966733171007E-19
1078.80842690171,2.69189962216827E-17,1.15548886130552E-18
1079.01100086789,6.02603321996511E-17,1.32184559459602E-18
1079.18736043349,1.0199608027235E-17,1.00995653161895E-18
1079.35468178172,2.02044599872934E-17,1.03948263773827E-18
1079.55464560544,6.18079675264192E-17,1.31971607309271E-18
1079.73384578813,3.18490325934484E-17,1.25651741881936E-18
1079.90354297531,4.06338954295829E-17,1.23591878113398E-18
1080.08533127788,4.85502960041103E-17,1.21923713608014E-18
1080.27560639571,5.59160687667268E-17,1.24033116185361E-18
1080.4563093532,1.90823782897511E-17,1.12136870729855E-18
1080.61942873779,6.40005448714E-18,9.41316194853956E-19
1080.81532293271,1.10623939625641E-17,1.0060642607212E-18
1080.99168903067,8.62584790599612E-18,1.00279861899923E-18
1081.17122237451,2.83649345267815E-17,1.10910917479312E-18
1081.35941363148,8.67382461036335E-18,1.02918494907949E-18
1081.69743952063,5.27853486439431E-18,9.32330994750921E-19
1081.88861436129,1.66712459293019E-17,1.03765410921039E-18
1082.06614468189,6.43817584325508E-17,1.35872862358142E-18
1082.25782469149,6.27834631172746E-17,1.30641353776832E-18
